result_id,event_title,edition,edition_id,sport,sport_url,result_date,result_location,result_participants,result_format,result_detail,,,
19020400,"500 metres, Men",2022 Winter Olympics,62,Speed Skating,/editions/62/sports/SSK,12 February 2022 — 16:53,"National Speed Skating Oval, Olympic Green, Beijing",30 from 15 countries,na,na,,,
358460,"Hockey, Men",2016 Summer Olympics,59,Hockey,/editions/59/sports/HOC,6 – 18 August 2016,"Centro Olímpico de Hóquei, Parque Olímpico de Deodoro, Deodoro, Rio de Janeiro",196 from 12 countries,na,na,,,
322289,"100 metres Butterfly, Men",2012 Summer Olympics,54,Swimming,/editions/54/sports/SWM,2 –  3 August 2012,"London Aquatics Centre, Olympic Park, Stratford, London",43 from 36 countries,na,na,,,
923480,"10 kilometres Sprint, Men",2010 Winter Olympics,57,Biathlon,/editions/57/sports/BTH,14 February 2010 — 11:15,"Whistler Olympic Park, Whistler",88 from 32 countries,Penalty loop (150 metres) skied for each missed target.,"Course Length: 10,492 mHeight Differential: 41 mMaximum Climb: 34 mShooting 1: Prone at 3.5 km, 50 m rangeShooting 2: Standing at 7.0 km, 50 m rangeTotal Climbing: 363 m",,,
354335,"Middle-Heavyweight (≤94 kilograms), Men",2016 Summer Olympics,59,Weightlifting,/editions/59/sports/WLF,13 August 2016 — 15:30 (B) (A),"Riocentro Pavilhão 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",18 from 15 countries,Total of best lifts in snatch and clean & jerk determined placement.  Ties broken by lightest bodyweight.,na,,,
110989,"Sabre, Team, Men",1988 Summer Olympics,22,Fencing,/editions/22/sports/FEN,28 – 29 September 1988,"Pen-sing Gyeong-ji-jang, Ol-lim-pik Gong-won, Seoul",53 from 11 countries,na,na,,,
64934,"Javelin Throw, Men",1996 Summer Olympics,24,Athletics,/editions/24/sports/ATH,2 –  3 August 1996,"Centennial Olympic Stadium, Atlanta, Georgia",34 from 21 countries,na,na,,,
51590,"Free Pistol, 50 metres, Men",1920 Summer Olympics,7,Shooting,/editions/7/sports/SHO, 2 August 1920,"Kamp Beverlo, Beverlo",33 from 9 countries,50 metres. 60 shots. Individual possible 600. Team competitors could allow their score to stand for the individual match.,na,,,
46903,"Singles, Women",1988 Summer Olympics,22,Table Tennis,/editions/22/sports/TTE,23 September –  1 October 1988,"Che-yuk-gwan, Seo-ul Dae-hak-gyo, Seoul",48 from 28 countries,"Round-robin qualifying pools, followed by single-elimination tournament.",na,,,
925875,"440 yards - Western AAU Championship, Men",1904 Summer Olympics,3,Athletics,/editions/3/sports/ATH,30 July 1904,"Francis Field, Washington University, St. Louis",3 from 1 countries,na,na,,,
900073,"Baseball (Game #1), Men",1964 Summer Olympics,16,Baseball,/editions/16/sports/BBL,11 October 1964,"Meiji Jingu Yakyujo, Shinjuku, Tokyo / Meiji Jingu Yakyujo, Shinjuku, Tokyo",39 from 2 countries,na,na,,,
154547,"Team Pursuit, 4,000 metres, Men",1984 Summer Olympics,21,Cycling Track,/editions/21/sports/CTR,2 –  3 August 1984,"Olympic Velodrome, California State University at Dominguez Hills, Carson, California",57 from 14 countries,Places 1-4 ranked by results of final and 3rd-place match.  Places 5-8 ranked by fastest losing times in quarter-finals.  Places 9-14 ranked by qualifying times.,na,,,
45037,"Singles, Men",1988 Summer Olympics,22,Tennis,/editions/22/sports/TEN,20 – 30 September 1988,"Te-ni-seu-jang, Ol-lim-pik Gong-won, Seoul",64 from 32 countries,Single-elimination tournament.,na,,,
19001895,"BMX, Women",2020 Summer Olympics,61,Cycling BMX Racing,/editions/61/sports/BMX,29 – 30 July 2021,"Ariake Urban Sports Park, Koto, Tokyo",24 from 17 countries,na,na,,,
86829,"Épée, Team, Men",1956 Summer Olympics,14,Fencing,/editions/14/sports/FEN,28 November 1956,"Town Hall, St. Kilda, Victoria",55 from 11 countries,na,na,,,
9000895,"Slopestyle, Men",2018 Winter Olympics,60,Snowboarding,/editions/60/sports/SBD,10 – 11 February 2018,"Phoenix Snow Park, Mountain Cluster, Bongpyeong",35 from 14 countries,na,Jibbing Features: 3,,,
59359,"50 kilometres Race Walk, Men",1956 Summer Olympics,14,Athletics,/editions/14/sports/ATH,24 November 1956 — 13:30,"Melbourne Cricket Ground, Melbourne, Victoria",21 from 10 countries,na,na,,,
4999,"400 metres Freestyle, Women",1932 Summer Olympics,10,Swimming,/editions/10/sports/SWM,11 – 13 August 1932,"Olympic Park Swimming Stadium, Los Angeles, California",14 from 9 countries,na,na,,,
4470,"4 x 50 yards Freestyle Relay, Men",1904 Summer Olympics,3,Swimming,/editions/3/sports/SWM, 7 September 1904,"Life Saving Exhibition Lake, Forest Park, St. Louis",16 from 1 countries,Final only.,na,,,
256140,"Canadian Doubles, 500 metres, Men",1996 Summer Olympics,24,Canoe Sprint,/editions/24/sports/CSP,31 July –  4 August 1996,"Lake Sidney Lanier, Gainesville, Georgia",38 from 19 countries,na,na,,,
21100,"Tug-Of-War, Men",1900 Summer Olympics,2,Tug-Of-War,/editions/2/sports/TOW,16 July 1900,"Croix Catelan, Bois de Boulogne, Paris",12 from 3 countries,Single-contest.,na,,,
18000920,"Extra-Lightweight (≤60 kilograms), Men",2020 Summer Olympics,61,Judo,/editions/61/sports/JUD,24 July 2021,"Nippon Budokan, Chiyoda, Tokyo",23 from 23 countries,na,na,,,
262326,"Individual, Women",2008 Summer Olympics,53,Trampolining,/editions/53/sports/GTR,16 – 18 August 2008,"Guojia Tiyuguan, Beijing Aolinpike Gongyuan, Beijing",16 from 13 countries,na,na,,,
70868,"Horse Vault, Men",2004 Summer Olympics,26,Artistic Gymnastics,/editions/26/sports/GAR,14 – 23 August 2004,"Olympiako Kleisto Gymnastirio, Olympiako Athletiko Kentro Athinon Spiros Loues, Maroussi",79 from 30 countries,na,na,,,
395757,"Small-Bore Rifle, Three Positions, 50 metres, Women",2016 Summer Olympics,59,Shooting,/editions/59/sports/SHO,11 August 2016,"Centro Olímpico de Tiro, Parque Olímpico de Deodoro, Deodoro, Rio de Janeiro",37 from 27 countries,na,na,,,
355174,"Heavyweight (>78 kilograms), Women",2016 Summer Olympics,59,Judo,/editions/59/sports/JUD,12 August 2016,"Arena Carioca 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",17 from 17 countries,na,na,,,
4400,"100 metres Freestyle, Men",1896 Summer Olympics,1,Swimming,/editions/1/sports/SWM,11 April 1896,"Ormos tes Zeas, Peiraias",6 from 4 countries,Final only.,na,,,
925689,"Discus Throw, Handicap - Olympic Open Handicap Meeting, Men",1904 Summer Olympics,3,Athletics,/editions/3/sports/ATH,21 May 1904,"Francis Field, Washington University, St. Louis",3 from 1 countries,na,na,,,
925665,"Discus Throw - Olympic Interscholastic Meet (State of Missouri), Boys",1904 Summer Olympics,3,Athletics,/editions/3/sports/ATH,14 May 1904,"Francis Field, Washington University, St. Louis",4 from 1 countries,na,na,,,
52031,"Small-Bore Rifle, Three Positions, 50 metres, Women",2004 Summer Olympics,26,Shooting,/editions/26/sports/SHO,20 August 2004,"Olympiako Kentro Skopovolis Markopoulou, Markopoulo",33 from 22 countries,na,na,,,
357325,"4 x 200 metres Freestyle Relay, Women",2016 Summer Olympics,59,Swimming,/editions/59/sports/SWM,10 August 2016,"Estádio Aquático Olímpico, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",73 from 16 countries,na,na,,,
157827,"Coxed Fours, Men",1928 Summer Olympics,9,Rowing,/editions/9/sports/ROW,2 – 10 August 1928,"Ringvaart, Sloten",55 from 11 countries,na,na,,,
185082,"Individual, Men",1932 Summer Olympics,10,Equestrian Eventing,/editions/10/sports/EVE,10 – 13 August 1932,"Los Angeles Memorial Coliseum, Los Angeles, California / Riviera Country Club, Pacific Palisades, California",14 from 5 countries,"Dressage, cross-country, and jumping.",na,,,
54121,"Springboard, Men",1936 Summer Olympics,11,Diving,/editions/11/sports/DIV,10 – 11 August 1936 — 08:00 (10-11/8),"Schwimmstadion, Reichssportfeld, Berlin",24 from 15 countries,3 metre springboard. Final round only. Five compulsory and five optional dives.,na,,,
129773,"Featherweight, Freestyle (≤62 kilograms), Men",1988 Summer Olympics,22,Wrestling,/editions/22/sports/WRE,27 – 29 September 1988,"Sang-mu Che-yuk-gwan, Seongnam",28 from 28 countries,Two groups (A and B).  Double elimination tournament within each group.  Top four in each group advance to placement matches for 1st-8th place.,na,,,
925831,"100 yards - Olympic Championships of the Public Schools Athletic League, Elementary School Events, Boys",1904 Summer Olympics,3,Athletics,/editions/3/sports/ATH,—,"Francis Field, Washington University, St. Louis",4 from 1 countries,na,na,,,
15591,"Half-Heavyweight (≤93 kilograms), Men",1976 Summer Olympics,19,Judo,/editions/19/sports/JUD,27 July 1976 — 14:00-20:00,"Vélodrome olympique, Parc olympique, Montréal, Québec",32 from 32 countries,"Two single-elimination pools, with winner of each pool advanced to the final. All judoka losing to the winner of each pool advanced to repêchage pools, with the winners of the repêchage pools earning bronze medals.",na,,,
121968,"Welterweight, Freestyle (≤72 kilograms), Men",1932 Summer Olympics,10,Wrestling,/editions/10/sports/WRE,1 –  3 August 1932,"Grand Olympic Auditorium, Los Angeles, California",9 from 9 countries,"Scoring by negative points, with negative points given for any result short of a fall.  Accumulation of 5 negative points eliminated the wrestler.",na,,,
4988,"4 x 200 metres Freestyle Relay, Men",1932 Summer Olympics,10,Swimming,/editions/10/sports/SWM, 9 August 1932 — 15:30,"Olympic Park Swimming Stadium, Los Angeles, California",28 from 7 countries,Final only.,na,,,
63375,"110 metres Hurdles, Men",1988 Summer Olympics,22,Athletics,/editions/22/sports/ATH,25 – 26 September 1988,"Ol-lim-pik Ju-gyeong-gi-jang, Seoul Sports Complex, Seoul",41 from 31 countries,na,na,,,
47491,"Doubles, Women",1992 Summer Olympics,23,Table Tennis,/editions/23/sports/TTE,28 July –  3 August 1992,"Polideportivo Estación del Norte, Barcelona",62 from 25 countries,"Round-robin qualifying pools, followed by single-elimination tournament.",na,,,
923621,"Team, Men",2010 Winter Olympics,57,Nordic Combined,/editions/57/sports/NCB,23 February 2010,"Whistler Olympic Park, Whistler",40 from 10 countries,"Large hill ski jumping and 4 x 5 kilometre relay skiing; placements determined by points table.  Four members per team, with only one ski jump.  Pursuit-style cross-country relay race, with skiers leaving in order of their finish in the ski jumping, so that final placement determined by final placement in cross-country ski race.",na,,,
158932,"Coxless Pairs, Men",1984 Summer Olympics,21,Rowing,/editions/21/sports/ROW,30 July –  5 August 1984,"Lake Casitas, Los Padres National Forest, California",28 from 14 countries,na,na,,,
255557,"Kayak Singles, 500 metres, Women",1976 Summer Olympics,19,Canoe Sprint,/editions/19/sports/CSP,28 – 30 July 1976,"Bassin olympique, Île Notre Dame, Montréal, Québec",15 from 15 countries,na,na,,,
28087,"Heavyweight (>80 kilograms), Men",2000 Summer Olympics,25,Taekwondo,/editions/25/sports/TKW,30 September 2000,"State Sports Centre, Olympic Park, Sydney, New South Wales",12 from 12 countries,Single-elimination tournament. All fighters losing to the finalists in each pool advance to repêchage tournament for the bronze medal.,na,,,
925751,"Discus Throw - AAU Junior Championship, Boys",1904 Summer Olympics,3,Athletics,/editions/3/sports/ATH, 3 June 1904,"Francis Field, Washington University, St. Louis",3 from 1 countries,na,na,,,
21237,"Featherweight (≤126 pounds), Men",1908 Summer Olympics,5,Boxing,/editions/5/sports/BOX,27 October 1908,"Northampton Institute, Clerkenwell",8 from 2 countries,Single elimination tournament.,na,,,
185544,"Individual, Open",2004 Summer Olympics,26,Equestrian Jumping,/editions/26/sports/EJP,22 – 27 August 2004,"Olympiako Kentro Ippasias Markopoulou, Markopoulo",77 from 27 countries,"Three rounds of qualifying advanced the top 45 riders to two final rounds, maximum of three riders per nation advanced.",na,,,
261613,"200 metres Individual Medley, Men",2008 Summer Olympics,53,Swimming,/editions/53/sports/SWM,13 – 15 August 2008,"Beijing Guojia Youyong Zhongxin, Beijing Aolinpike Gongyuan, Beijing",46 from 41 countries,na,na,,,
19019511,"Downhill, Women1",2022 Winter Olympics,62,Alpine Skiing,/editions/62/sports/ALP,15 February 2022 — 11:30,"Yanqing National Alpine Skiing Centre, West Dazhuangke, Zhangshanying, Yanqing District (Rock)",36 from 17 countries,na,IFR,,,
350488,"Parallel Slalom, Men",2014 Winter Olympics,58,Snowboarding,/editions/58/sports/SBD,22 February 2014,"Ekstrim-Park Rosa Khutor, Krasnaya Polyana / Ekstrim-Park Rosa Khutor, Krasnaya Polyana",32 from 12 countries,na,SUI,,,
122901,"Bantamweight, Greco-Roman (≤57 kilograms), Men",1948 Summer Olympics,12,Wrestling,/editions/12/sports/WRE,3 –  6 August 1948 — 10:00-13:30-18:00-23:30 (all days),"Empress Hall, Earls Court Exhibition Centre, Kensington, London",13 from 13 countries,"Elimination by bad points.  Win by fall = 0 points; win by decision = 1 point; loss by 2-1 decision = 2 points; loss by 3-0 decision = 3 points; loss by fall = 3 points.  Three judges gave decisions, thus all decisions were either 2-1 or 3-0.  Five bad points eliminated a wrestler.",na,,,
132237,"Middleweight, Freestyle (≤82 kilograms), Men",1996 Summer Olympics,24,Wrestling,/editions/24/sports/WRE,30 – 31 July 1996,"Georgia World Congress Center, Atlanta, Georgia (Hall G)",21 from 21 countries,Single-elimination tournament with classification rounds for placements.,na,,,
926185,"Shot Put - Anthropological Days (Pueblo), Men",1904 Summer Olympics,3,Athletics,/editions/3/sports/ATH,12 – 13 August 1904,"Francis Field, Washington University, St. Louis",1 from 1 countries,na,na,,,
7505,"100 metres Backstroke, Women",1988 Summer Olympics,22,Swimming,/editions/22/sports/SWM,22 September 1988,"Su-yeong-jang, Ol-lim-pik Gong-won, Seoul",41 from 30 countries,na,na,,,
925698,"220 yards - Olympic Athletic Meet for Schools in Louisiana Purchase Exposition Territory, Boys",1904 Summer Olympics,3,Athletics,/editions/3/sports/ATH,28 May 1904,"Francis Field, Washington University, St. Louis",3 from 1 countries,na,na,,,
19008838,"One Person Dinghy (Laser Radial), Women",2020 Summer Olympics,61,Sailing,/editions/61/sports/SAL,25 July –  1 August 2021,"Enoshima, Sagami-wan",44 from 44 countries,"Points awarded for placement in each race.  Best 9 of 10 scores to count for final placement, and advancement to the medal race.. Medal race points count double.",na,,,
153074,"1 mile, Men",1904 Summer Olympics,3,Cycling Track,/editions/3/sports/CTR, 5 August 1904,"Francis Field, Washington University, St. Louis",8 from 1 countries,na,na,,,
1533,"20 kilometres, Men",1980 Winter Olympics,41,Biathlon,/editions/41/sports/BTH,16 February 1980 — 9:00,"Mt. Van Hoevenberg Recreation Area, Lake Placid",49 from 18 countries,"Variable penalty for each missed target.  The target had two circles, an inner and an outer.  Shots outside the outer circle brought a two-minute penalty.  Shots between the circles brought a one-minute penalty.","Course Length: ?Height Differential: 124 mMaximum Climb: 62 mShooting 1: Prone at 4.0 km, 50 m rangeShooting 2: Standing at 8.0 km, 50 m rangeShooting 3: Prone at 12.0 km, 50 m rangeShooting 4: Standing at 16.0 km, 50 m rangeTotal Climbing: 447 m",,,
123872,"Welterweight, Freestyle (≤73 kilograms), Men",1956 Summer Olympics,14,Wrestling,/editions/14/sports/WRE,28 November –  1 December 1956,"Royal Exhibition Building, Melbourne, Victoria",15 from 15 countries,"Elimination by bad points.  Win by fall = 0 points; win by decision = 1 point; loss by 2-1 decision = 2 points; loss by 3-0 decision = 3 points; loss by fall = 3 points.  Three judges gave decisions, thus all decisions were either 2-1 or 3-0.  Five bad points eliminated a wrestler.",na,,,
54054,"Platform, Men",1920 Summer Olympics,7,Diving,/editions/7/sports/DIV,28 – 29 August 1920,"Zwemstadion van Antwerpen, Antwerpen",15 from 7 countries,5 and 10 metre boards.,na,,,
51595,"Military Rifle, Prone, 600 metres, Men",1920 Summer Olympics,7,Shooting,/editions/7/sports/SHO,29 – 30 July 1920,"Kamp Beverlo, Beverlo",18 from 6 countries,600 metres prone. 10 shots. Individual possible 60.,na,,,
14001157,"Shot Put, Professionals, Handicap, Men",1900 Summer Olympics,2,Athletics,/editions/2/sports/ATH, 5 July 1900,"Croix Catelan, Bois de Boulogne, Paris",3 from 2 countries,na,na,,,
157797,"Coxed Pairs, Men",1928 Summer Olympics,9,Rowing,/editions/9/sports/ROW,3 – 10 August 1928,"Ringvaart, Sloten",18 from 6 countries,na,na,,,
255046,"Kayak Singles, 500 metres, Women",1948 Summer Olympics,12,Canoe Sprint,/editions/12/sports/CSP,12 August 1948,"Henley Royal Regatta Course, Henley-on-Thames",10 from 10 countries,na,na,,,
158594,"Coxed Pairs, Men",1972 Summer Olympics,18,Rowing,/editions/18/sports/ROW,27 August –  2 September 1972,"Olympia-Regattastrecke, Oberschleißheim, München",63 from 21 countries,na,na,,,
130667,"Light-Heavyweight, Greco-Roman (≤90 kilograms), Men",1988 Summer Olympics,22,Wrestling,/editions/22/sports/WRE,18 – 20 September 1988,"Sang-mu Che-yuk-gwan, Seongnam",22 from 22 countries,Two groups (A and B).  Double elimination tournament within each group.  Top four in each group advance to placement matches for 1st-8th place.,na,,,
56034,"100 metres, Men",1900 Summer Olympics,2,Athletics,/editions/2/sports/ATH,14 July 1900,"Croix Catelan, Bois de Boulogne, Paris",20 from 9 countries,na,na,,,
